rowid,SYSTEM,COUNTY,MRKTCODE,VENDOR,MONTH,DAY,YEAR,LFC,LFW,WW,WC,QLFC,QLFW,QWW,QWC,ESTQTY,QUANTITY,FMOZONE,DEL,QSTOP,ESC,WIN,PASSED,CONTRACTS,COMMITMENTS,CAPACITY,BACKLOG,I,FMO,N
2889,KENNEDALE,TARRANT,DFW,SCHEPPS,7,19,1987,0.18,0.17,0.18,0.19,74101.9181503466,20530.7457013892,31800.4806425663,28566.8555056979,155000,,1,5,861,0,0,27630100.3848669,101379288.42028,22381531.8318881,24459260.8526589,0.642511617421686,0,14.62,3
2890,KENNEDALE,TARRANT,DFW,VANDERVOORT,7,19,1987,,0.162,0.172,0.182,74101.9181503466,20530.7457013892,31800.4806425663,28566.8555056979,155000,,1,5,861,1,0,27630100.3848669,101379288.42028,7407099.37770092,10802340.4761135,0.413152072265946,0,14.62,3
2891,KENNEDALE,TARRANT,DFW,BORDEN,7,19,1988,,0.155,0.165,0.175,,39336.7248141862,60929.4359878434,54733.8391979704,155000,155000,1,5,861,,1,31151504.5559272,109470332.68921,13016083.3972119,14843406.5703431,0.592327550127655,1,14.14,3
2892,KENNEDALE,TARRANT,DFW,PRESTON,7,19,1988,,0.18,0.182,0.185,,39336.7248141862,60929.4359878434,54733.8391979704,155000,,1,5,861,,0,31151504.5559272,109470332.68921,18512439.5968973,18820439.5968973,0.699069089003551,0,14.14,3
2893,KENNEDALE,TARRANT,DFW,VANDERVOORT,7,19,1988,,0.159,0.169,0.179,,39336.7248141862,60929.4359878434,54733.8391979704,155000,,1,5,861,1,0,31151504.5559272,109470332.68921,9167448.10906301,10802340.4761135,0.564088150747513,0,14.14,3
2894,KENNEDALE,TARRANT,DFW,BORDEN,8,2,1989,0.149,0.145,0.149,0.159,74101.9181503466,20530.7457013892,31800.4806425663,28566.8555056979,155000,155000,1,5,861,,1,3847235.86096735,108104445.363237,11132370.4768684,14843406.5703431,0.714399436093421,1,15.22,3
2895,KENNEDALE,TARRANT,DFW,CABELL,8,2,1989,0.171,0.165,0.171,0.179,74101.9181503466,20530.7457013892,31800.4806425663,28566.8555056979,155000,,1,5,861,,0,3847235.86096735,108104445.363237,13824432.0239053,14058181.1006322,0.94778459938495,0,15.22,3
2896,KENNEDALE,TARRANT,DFW,VANDERVOORT,8,2,1989,0.169,0.159,0.169,0.179,74101.9181503466,20530.7457013892,31800.4806425663,28566.8555056979,155000,,1,5,861,,0,3847235.86096735,108104445.363237,9568256.37489058,10802340.4761135,0.850169573668794,0,15.22,3
2897,KENNEDALE,TARRANT,DFW,BORDEN,7,11,1990,0.1545,0.1525,0.157,0.169,74101.9181503466,20530.7457013892,31800.4806425663,28566.8555056979,155000,155000,1,5,861,1,1,26799257.7005791,104099327.274789,12775700.7576429,14843406.5703431,0.60325940361773,1,16.2533333333,3
2898,KENNEDALE,TARRANT,DFW,CABELL,7,11,1990,0.165,0.16,0.169,0.175,74101.9181503466,20530.7457013892,31800.4806425663,28566.8555056979,155000,,1,5,861,1,0,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,0,16.2533333333,3
2899,KENNEDALE,TARRANT,DFW,VANDERVOORT,7,11,1990,0.173,0.169,0.173,0.183,74101.9181503466,20530.7457013892,31800.4806425663,28566.8555056979,155000,,1,5,861,1,0,26799257.7005791,104099327.274789,8866802.21927204,10802340.4761135,0.56338302680482,0,16.2533333333,3
2900,LAKE WORTH,TARRANT,DFW,BORDEN,8,10,1980,,,0.165,0.18,,,86409.2533079484,77622.7466920516,164032,,1,4.3,1059.63824289406,,1,3596480.43790613,58060037.7775751,6067753.37736641,14843406.5703431,0.34684025923748,0,13.99,1
2901,LAKE WORTH,TARRANT,DFW,BORDEN,8,18,1983,,0.15,0.16,0.17,,41628.913836907,64479.8531868253,57923.2329762677,164032,,1,4.3,1059.63824289406,,1,11847250.7249519,74331231.1668181,10543892.1165986,14843406.5703431,0.5509572363015,0,14.86,2
2902,LAKE WORTH,TARRANT,DFW,VANDERVOORT,8,18,1983,,0.158,0.168,0.178,,41628.913836907,64479.8531868253,57923.2329762677,164032,,1,4.3,1059.63824289406,,0,11847250.7249519,74331231.1668181,7613490.29130251,10802340.4761135,0.545415504964495,0,14.86,2
2903,LAKE WORTH,TARRANT,DFW,BORDEN,8,18,1985,,,0.165,0.175,,,86409.2533079484,77622.7466920516,164032,164032,1,4.3,1059.63824289406,,1,12520704.9853242,93054269.8529648,9811431.77337999,14843406.5703431,0.526443241255976,0,14.04,3
2904,LAKE WORTH,TARRANT,DFW,CABELL,8,18,1985,,,0.17,0.18,,,86409.2533079484,77622.7466920516,164032,,1,4.3,1059.63824289406,,0,12520704.9853242,93054269.8529648,9231215.88763041,14058181.1006322,0.52209096963116,0,14.04,3
2905,LAKE WORTH,TARRANT,DFW,VANDERVOORT,8,18,1985,,,0.175,0.185,,,86409.2533079484,77622.7466920516,164032,,1,4.3,1059.63824289406,,0,12520704.9853242,93054269.8529648,10143040.575869,10802340.4761135,0.804414220868572,0,14.04,3
2906,LAKE WORTH,TARRANT,DFW,BORDEN,8,7,1986,,,0.1675,0.1775,,,95281.8577599198,85593.1422400802,180875,180875,1,4.3,1168.44315245478,,1,11364286.1119198,96115650.8644452,13472758.4339951,14843406.5703431,0.789423920428005,0,14.14,4
2907,LAKE WORTH,TARRANT,DFW,CABELL,8,7,1986,,,0.171,0.181,,,95281.8577599198,85593.1422400802,180875,,1,4.3,1168.44315245478,,0,11364286.1119198,96115650.8644452,14058181.1006322,14058181.1006322,0.881764457612141,0,14.14,4
2908,LAKE WORTH,TARRANT,DFW,PRESTON,8,7,1986,,,0.18,0.19,,,95281.8577599198,85593.1422400802,180875,,1,4.3,1168.44315245478,,0,11364286.1119198,96115650.8644452,16977811.2144023,18820439.5968973,0.783858753921841,0,14.14,4
2909,LAKE WORTH,TARRANT,DFW,VANDERVOORT,8,7,1986,,,0.174,0.184,,,95281.8577599198,85593.1422400802,180875,,1,4.3,1168.44315245478,,0,11364286.1119198,96115650.8644452,10659635.2160716,10802340.4761135,0.868553870484523,0,14.14,4
2910,LAKE WORTH,TARRANT,DFW,VANDERVOORT,8,3,1987,0.172,,0.172,0.182,93398.0311203469,,40081.3144225269,36005.6544571262,169485,169485,1,4.3,1094.86434108527,,1,10420658.6628414,101379288.42028,10225904.1243725,10802340.4761135,0.843848995715133,0,14.62,2
2911,LAKE WORTH,TARRANT,DFW,CABELL,8,3,1987,0.173,,0.173,0.183,93398.0311203469,,40081.3144225269,36005.6544571262,169485,,1,4.3,1094.86434108527,1,0,10420658.6628414,101379288.42028,13676003.7467849,14058181.1006322,0.870025762328601,0,14.62,2
2912,LAKE WORTH,TARRANT,DFW,BORDEN,6,30,1988,0.1645,,0.1635,,114392.857243777,,49091.1427562226,,163484,163484,1,4.3,1056.09819121447,,1,58912661.7853623,109470332.68921,10238122.4439036,14843406.5703431,0.151581119263581,0,14.14,4
2913,LAKE WORTH,TARRANT,DFW,CABELL,6,30,1988,0.1705,,0.1705,,114392.857243777,,49091.1427562226,,163484,,1,4.3,1056.09819121447,,0,58912661.7853623,109470332.68921,9237632.77144801,14058181.1006322,0.118939157732393,0,14.14,4
2914,LAKE WORTH,TARRANT,DFW,PRESTON,6,30,1988,0.178,,0.178,,114392.857243777,,49091.1427562226,,163484,,1,4.3,1056.09819121447,,0,58912661.7853623,109470332.68921,14327218.0338918,18820439.5968973,0.223097433474863,0,14.14,4
2915,LAKE WORTH,TARRANT,DFW,VANDERVOORT,6,30,1988,0.164,,0.164,,114392.857243777,,49091.1427562226,,163484,,1,4.3,1056.09819121447,,0,58912661.7853623,109470332.68921,4253148.56129194,10802340.4761135,-0.14443625482539,0,14.14,4
2916,LAKE WORTH,TARRANT,DFW,PRESTON,7,6,1989,0.145,,0.145,,110349.181275415,,47355.8187245852,,157705,157705,1,4.3,1018.7661498708,,1,20263952.3471971,108104445.363237,18034611.5620904,18820439.5968973,0.770798121866833,0,15.22,4
2917,LAKE WORTH,TARRANT,DFW,BORDEN,7,6,1989,0.1645,,0.1645,,110349.181275415,,47355.8187245852,,157705,,1,4.3,1018.7661498708,1,0,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,0,15.22,4
2918,LAKE WORTH,TARRANT,DFW,CABELL,7,6,1989,0.1725,,0.1725,,110349.181275415,,47355.8187245852,,157705,,1,4.3,1018.7661498708,,0,20263952.3471971,108104445.363237,13204289.5655642,14058181.1006322,0.751812259631111,0,15.22,4
2919,LAKE WORTH,TARRANT,DFW,VANDERVOORT,7,6,1989,0.172,,0.172,,110349.181275415,,47355.8187245852,,157705,,1,4.3,1018.7661498708,,0,20263952.3471971,108104445.363237,8821060.37489058,10802340.4761135,0.629139976132758,0,15.22,4
2920,LAKE WORTH,TARRANT,DFW,PRESTON,6,21,1990,0.166,,0.167,,115590.776132484,,49605.2238675158,,165196,165196,1,4.3,1067.15762273902,1,1,52771131.1660148,104099327.274789,12339176.9588803,18820439.5968973,0.148695826065275,0,16.2533333333,4
2921,LAKE WORTH,TARRANT,DFW,BORDEN,6,21,1990,0.165,,0.1675,,115590.776132484,,49605.2238675158,,165196,,1,4.3,1067.15762273902,1,0,52771131.1660148,104099327.274789,10349466.913334,14843406.5703431,0.190312807731872,0,16.2533333333,4
2922,LAKE WORTH,TARRANT,DFW,OAK FARMS,6,21,1990,0.1885,,0.1885,,115590.776132484,,49605.2238675158,,165196,,1,4.3,1067.15762273902,,0,52771131.1660148,104099327.274789,16907905.0,34259343.9798566,-0.0134037512146255,0,16.2533333333,4
2923,LAKE WORTH,TARRANT,DFW,VANDERVOORT,6,21,1990,0.183,,0.183,,115590.776132484,,49605.2238675158,,165196,,1,4.3,1067.15762273902,1,0,52771131.1660148,104099327.274789,7969104.86339597,10802340.4761135,0.230789639446186,0,16.2533333333,4
2924,LAKE WORTH,TARRANT,DFW,PRESTON,6,12,1991,0.148,,0.148,,115590.776132484,,49605.2238675158,,165196,,1,4.3,1067.15762273902,1,1,33942363.0899953,76931068.1288262,10344673.901327,18820439.5968973,0.108446138950305,0,13.98,3
2925,LAKE WORTH,TARRANT,DFW,BORDEN,6,12,1991,0.15,,0.16,,115590.776132484,,49605.2238675158,,165196,,1,4.3,1067.15762273902,1,0,33942363.0899953,76931068.1288262,10877332.4226705,14843406.5703431,0.291600779698946,0,13.98,3
2926,LAKE WORTH,TARRANT,DFW,OAK FARMS,6,12,1991,0.175,,0.175,,115590.776132484,,49605.2238675158,,165196,,1,4.3,1067.15762273902,,0,33942363.0899953,76931068.1288262,25793976.8028877,34259343.9798566,0.31169852166425,0,13.98,3
2927,LAKE WORTH,TARRANT,DFW,PRESTON,6,18,1992,0.15,0.1475,0.153,,96820.6598018792,26825.2211906312,41550.1190074896,,165196,,1,4.3,1067.15762273902,1,1,14314296.5498633,44444553.0614746,8381332.5,18820439.5968973,0.123260503345047,0,15.1533333333,1
2928,MANSFIELD,TARRANT,DFW,SCHEPPS,8,3,1980,0.184,,0.176,0.192,,,,,,,1,3,0,1,0,3596480.43790613,58060037.7775751,8597940.55907157,24459260.8526589,0.289576703202042,0,13.99,1
2929,MANSFIELD,TARRANT,DFW,SCHEPPS,8,3,1981,0.195,0.1785,0.1825,,,,,,,,1,3,0,1,0,3347374.74864809,75676361.1466808,9013279.63718821,24459260.8526589,0.324268952011233,0,14.9,1
2930,MANSFIELD,TARRANT,DFW,OAK FARMS,8,5,1982,0.165,0.15,0.1625,,382834.173095164,106068.388643752,164291.438261085,,653194,,1,3,6048,,1,5227845.45972869,84946678.9341424,18518976.1416639,34259343.9798566,0.479009891083954,0,14.8,4
2931,MANSFIELD,TARRANT,DFW,BORDEN,8,5,1982,0.1915,0.1765,0.1815,,382834.173095164,106068.388643752,164291.438261085,,653194,,1,3,6048,,0,5227845.45972869,84946678.9341424,9805207.2039634,14843406.5703431,0.599033940373692,0,14.8,4
2932,MANSFIELD,TARRANT,DFW,SCHEPPS,8,5,1982,0.18,0.17,0.18,,382834.173095164,106068.388643752,164291.438261085,,653194,,1,3,6048,1,0,5227845.45972869,84946678.9341424,10478978.9831484,24459260.8526589,0.366883153555924,0,14.8,4
2933,MANSFIELD,TARRANT,DFW,VANDERVOORT,8,5,1982,0.167,0.157,0.167,,382834.173095164,106068.388643752,164291.438261085,,653194,,1,3,6048,,0,5227845.45972869,84946678.9341424,6973517.5,10802340.4761135,0.584013495494224,0,14.8,4
2934,MANSFIELD,TARRANT,DFW,VANDERVOORT,8,2,1983,0.16,0.16,0.16,,382834.173095164,106068.388643752,164291.438261085,,653194,,1,5,3628,,1,11847250.7249519,74331231.1668181,7613490.29130251,10802340.4761135,0.545415504964495,0,14.86,3
2935,MANSFIELD,TARRANT,DFW,BORDEN,8,2,1983,0.165,0.155,0.1655,,382834.173095164,106068.388643752,164291.438261085,,653194,,1,5,3628,,0,11847250.7249519,74331231.1668181,10543892.1165986,14843406.5703431,0.5509572363015,0,14.86,3
2936,MANSFIELD,TARRANT,DFW,SCHEPPS,8,2,1983,0.167,0.157,0.167,,382834.173095164,106068.388643752,164291.438261085,,653194,,1,5,3628,1,0,11847250.7249519,74331231.1668181,6253401.98023637,24459260.8526589,0.0962814622957156,0,14.86,3
